Size, Instance Index, Insertion Time, Merge Time, Radix Time
100, 1, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 2, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 3, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 4, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 5, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 6, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 7, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 8, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 9, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 10, 0.00000000000000000000, 0.00100000000000000000, 0.00000000000000000000
100, 11, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 12, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 13, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 14, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 15, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 16, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 17, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 18, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 19, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 20, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000

200, 1, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 2, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 3, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 4, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 5, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 6, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 7, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 8, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 9, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 10, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 11, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 12, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 13, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 14, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 15, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 16, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 17, 0.00000000000000000000, 0.00200000000000000000, 0.00000000000000000000
200, 18, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 19, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
200, 20, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000

100, 1, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 2, 0.00000000000000000000, 0.00000000000000000000, 0.00100000000000000000
100, 3, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 4, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 5, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 6, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 7, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 8, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 9, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 10, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 11, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 12, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 13, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 14, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 15, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
100, 16, 0.00000000000000000000, 0.00100000000000000000, 0.00000000000000000000
100, 17, 0.00000000000000000000, 0.00000000000000000000, 0.00000000000000000000
